city,place_id,place,category,rating,description,phone,sites,price,travel1,travel2,travel3,travel4,images
Jember,1168,Taman Botani Sukorambi,Wisata Alam,4.8,"Taman Botani Sukorambi is a beautiful botanical garden located in Jember, East Java, offering a variety of plants and flowers to admire. Visitors can relax and unwind while exploring the lush greenery and enjoying the peaceful atmosphere.",085100707600,http://www.tamanbotanisukorambi.com/,$,,,,,
Jember,1169,Tiara Jember Park Waterboom,Taman Hiburan,4.2,"Jember Park Waterboom is a refreshing water park located in Jember, offering various water attractions and fun activities for visitors of all ages. It is a perfect place to have a splashing good time with family and friends while enjoying the beautiful surroundings of Jember.",081235764855,https://www.facebook.com/tiarajemberparkwaterboom/,$$,,,,,
Jember,1170,Wisata Batu Jabung,Wisata Alam,4.2,Batu Jabung is a popular tourist destination in Jember known for its beautiful stone gardens and refreshing natural scenery.Visitors can enjoy exploring the unique rock formations and taking in the peaceful atmosphere of the area.,,,$,,,,,
Jember,1171,Kampung Wisata Tanoker,Budaya,4.8,"Kampung Wisata Tanoker is located in Jember, offering a serene countryside atmosphere with traditional Javanese architecture and lush green surroundings. Visitors can experience local culture, enjoy fresh air, and relax in a peaceful environment.",0331592099,,$,,,,,
Jember,1172,Museum Tembakau,Budaya,4.8,"Jember, Museum Tembakau is a museum that showcases the history and process of tobacco production in the region. Visitors can learn about the cultivation, processing, and cultural significance of tobacco in Jember.",082335773521,https://lembagatembakaujember.disperindag.jatimprov.go.id/,$,,,,,
Jombang,1173,Sendang Made,Wisata Alam,4.7,"Sendang Made is a natural spring located in Jombang, known for its clear and refreshing water that is believed to have healing properties.Visitors can enjoy swimming and relaxing in the tranquil environment surrounded by lush greenery.",,https://madejombang.id/,$,,,,,
Jombang,1174,Wana Wisata Sumber Boto,Wisata Alam,4.2,"Located in Jombang, Wana Wisata Sumber Boto is a beautiful natural attraction with a refreshing waterfall and lush green surroundings. Perfect for nature lovers looking for a peaceful escape.",,,$,,,,,
Jombang,1175,De Durian Park Wonosalam,Taman Hiburan,4.3,"JombangDe Durian Park Wonosalam is a durian orchard located in Wonosalam, Jombang. Visitors can enjoy picking and tasting fresh durian fruits while surrounded by beautiful green scenery.",082229419828,,$,,,,,
Jombang,1176,Eco Wisata Banyu Milli Wonosalam,Wisata Alam,4.1,"Eco Wisata Banyu Milli is a natural tourist destination located in Wonosalam, Jombang. Visitors can enjoy the beauty of the clear river, lush greenery, and fresh air in this eco-friendly spot.",082257335891,,$,,,,,
Jombang,1177,Kolam Renang Tirta Satria,Taman Hiburan,4.0,Tirta Satria Swimming Pool in Jombang offers a refreshing getaway with its clean and well-maintained pool area for visitors to relax and unwind.,085755767499,,$,,,,,
Jombang,1178,Tirta Winata,Wisata Alam,4.5,"Tirta Winata is a natural spring located in Jombang, known for its crystal clear water and tranquil surroundings. Visitors can enjoy swimming, picnicking, and relaxing in the peaceful atmosphere.",,,$,,,,,
Jombang,1179,Tirta Wisata,Wisata Alam,4.8,"Tirta Wisata is a popular water park located in Jombang, offering various water attractions and recreational facilities for visitors to enjoy. It is a perfect place for families and friends to have fun and relax together.",03217308669,,$,,,,,
Jombang,1180,Candi Rimbi,Budaya,4.6,"Located in Jombang, Candi Rimbi is an ancient temple with intricate carvings and a serene atmosphere. Visitors can explore the historical site and enjoy the peaceful surroundings.",,,$,,,,,
Jombang,1181,Petilisan Damarwulan,Budaya,4.6,"Petilisan Damarwulan is a historical site located in Jombang, where visitors can explore the ruins of an ancient kingdom and learn about the legendary figure of Damarwulan.",085755514955,,$,,,,,
Jombang,1182,Yoni Gambar,Budaya,4.4,"Yoni Gambar is a famous tourism spot located in Jombang, it is a unique rock formation that resembles a symbol of fertility.",,,$,,,,,
Kediri,1183,Bukit Dhoho Indah,Wisata Alam,4.8,Bukit Dhoho Indah in Kediri offers a beautiful hill with stunning views of the surrounding area. Visitors can enjoy panoramic landscapes and fresh air while taking in the peaceful atmosphere.,,,$,,,,,
Kediri,1184,Gunung Kelud,Wisata Alam,5.0,"Mount Kelud is a volcanic mountain located in Kediri, known for its crater lake and breathtaking views. It is a popular destination for hiking and nature enthusiasts.",,,$,,,,,
Kediri,1185,Kampung Inggris Pare,Budaya,4.9,"Kediri is a city located in East Java, Indonesia known for its rich cultural heritage and traditional Javanese arts. Kampung Inggris Pare is a popular destination for English language learning programs, offering immersive language courses and cultural experiences.",,,$$$,,,,,
Kediri,1186,Kampung Labu,Wisata Alam,4.9,"Kampung Labu is a beautiful village located in Kediri, known for its lush greenery and serene atmosphere, perfect for a peaceful getaway.",081333824557,,$,,,,,
Kediri,1187,Kampung Luwak,Wisata Alam,4.2,"Located in Kediri, Kampung Luwak is a coffee plantation where visitors can learn about the process of making luwak coffee and enjoy the beautiful scenery of the surrounding area.",085645227500,,$,,,,,
Kediri,1188,Kawasan Wisata Besuki,Wisata Alam,4.5,"Besuki Tourism Area is located in Kediri, East Java, offering beautiful natural landscapes and cultural attractions. Visitors can explore waterfalls, rice fields, traditional villages, and authentic Javanese culture in this charming destination.",,,$,,,,,
Kediri,1189,Monumen Simpang Lima Gumul,Budaya,5.0,"Simpang Lima Gumul Monument is a popular landmark in Kediri, East Java, offering a beautiful view and a peaceful atmosphere for visitors to enjoy. The monument is a symbol of unity and harmony, making it a must-visit destination in the region.",,,$,,,,,
Kediri,1190,Kawasan Wisata Surowono,Wisata Religi,5.0,"Kawasan Wisata Surowono is located in Kediri, East Java. It is a cultural and historical site known for its ancient temples and serene atmosphere.",,,$,,,,,
Kediri,1191,Kediri Waterpark,Taman Hiburan,4.0,"Kediri Waterpark is a popular recreational area in Kediri, offering various water attractions and facilities for visitors to enjoy. It is a perfect destination for families and friends looking for a fun day out in the water.",,,$$$ ,,,,,
Kediri,1192,Korea Fantasy,Taman Hiburan,4.5,Korea Fantasy: Sebuah taman rekreasi yang menawarkan pengalaman berwisata ala Korea dengan beragam atraksi dan wahana menarik.,,https://instagram.com/wisatakoreafantasy?igshid=j22nbjftau19,$$,,,,,
Kediri,1193,Melta waterland Kediri,Taman Hiburan,4.4,"Melta Waterland Kediri is a water park located in Kediri, offering various water attractions and fun activities for visitors to enjoy. It is a popular destination for families and friends looking to cool off and have a good time.",085536314149,,$$$,,,,,
Kediri,1194,Taman Ria Corah,Taman Hiburan,4.7,"Located in Kediri, Taman Ria Corah is a beautiful park with a serene atmosphere perfect for relaxation and outdoor activities. Enjoy the lush greenery and fresh air while taking a leisurely stroll or having a picnic with family and friends.",0354391194,,$$,,,,,
Kediri,1195,Kampung Inggris,Budaya,5.0,"Kampung Inggris is a popular destination in Kediri where people can immerse themselves in English learning activities and programs. Located in East Java, it offers a unique language learning experience in a vibrant and interactive environment.",,,$$$,,,,,
Kediri,1196,Desa Wisata Gayam,Wisata Alam,4.7,"Desa Wisata Gayam terletak di Kabupaten Kediri, Jawa Timur yang menawarkan pesona alam dan kegiatan agrowisata untuk pengunjung yang ingin menikmati suasana pedesaan yang asri dan tenang. Tempat ini cocok untuk liburan keluarga ataupun untuk refreshing dari kesibukan perkotaan.",,,$,,,,,
Kota Batu,1197,Wisata Pemandian Air Panas Cangar,Wisata Alam,4.4,"Batu City is famous for its natural hot spring baths in Cangar, offering a relaxing experience surrounded by beautiful natural scenery.",081230476705,https://tahurarsoerjo.dishut.jatimprov.go.id/bookvipcangar,$,,,,,
Kota Batu,1198,Batu Agro Apel,Wisata Alam,4.1,"Batu Agro Apple is a popular agro tourism destination located in Batu City, offering various activities related to apple farming and processing. It provides a unique experience for visitors to learn about apple cultivation and enjoy the fresh produce directly from the farm.",081217148909,,$$,https://open-trip.id/paket-wisata/open-trip/wisata-tur-bromo-city-tour-batu-2-hari-1-malam/,,,,
Kota Batu,1199,Batu Rafting,Wisata Alam,4.2,"Batu Rafting is a popular water sport activity located in Batu City, offering thrilling adventures in the beautiful river rapids.",081222224375,http://baturafting.co.id/,$$$,,,,,
Kota Batu,1200,Rafting Kaliwatu,Wisata Alam,4.8,Enjoy an adventurous experience rafting down the Kaliwatu river in Batu city. Feel the adrenaline rush as you navigate through the rapids and beautiful natural surroundings.,082301443033,https://api.whatsapp.com/send?phone=6282301443033&text=Hai%20admin%20kaliwatu%20saya%20mau%20booking...,$$$,,,,,
Kota Batu,1201,Sahabat Air Rafting,Wisata Alam,4.1,"Located in Batu City, Sahabat Air Rafting offers an exciting white water rafting experience through the beautiful rivers and lush landscape of East Java. Get ready for an adrenaline-pumping adventure surrounded by stunning natural scenery.",081556712982,,$$$,,,,,
Kota Batu,1202,Batu Night Spectacular,Taman Hiburan,5.0,"Batu Night Spectacular is a popular night market in Batu city where visitors can enjoy various food stalls, live music, and amusement rides.",03415025111,https://jtp.id/bns/,$$$,,,,,
Kota Batu,1203,Eco Green Park,Wisata Alam,4.3,"Eco Green Park is a nature-themed educational park in Batu city, offering various attractions and activities that promote environmental conservation. Visitors can learn about sustainability while enjoying the park's beautiful landscapes and engaging exhibitions.",0341512525,https://jtp.id/ecogreenpark/,$$,,,,,
Kota Batu,1204,Jatim Park I,Taman Hiburan,5.0,"Jatim Park I is a popular family-friendly amusement park in Batu, East Java, featuring various attractions and educational exhibitions. Its highlight includes a dinosaur museum, water park, and thrilling rides for all ages.",0341597777,https://jtp.id/jatimpark1,$$$,,,,,
Kota Batu,1205,Jatim Park II (Museum Satwa),Taman Hiburan,4.0,"Jatim Park II (Museum Satwa) is located in Batu city, East Java. It is a wildlife museum showcasing various species of animals in a well-maintained and educational environment.",03415025777,https://jtp.id/jatimpark2,$$$,,,,,
Kota Batu,1206,Jatim Park III,Taman Hiburan,5.0,"Jatim Park III is a family-friendly theme park located in Batu city, offering various exciting rides and attractions for visitors of all ages. Enjoy thrilling activities and learn about Indonesian culture through interactive exhibits at this popular tourist destination.",03415103030,https://jtp.id/jatimpark3,$$$,,,,,
Kota Batu,1207,P. Air Panas Alam Songgoriti,Wisata Alam,4.3,"P. Air Panas Alam Songgoriti is a natural hot spring located in Batu City, perfect for relaxing and rejuvenating with its healing properties. It offers a peaceful and serene atmosphere surrounded by lush greenery.",,,$,,,,,
Kota Batu,1208,Paralayang,Wisata Alam,4.8,"Paralayang is a popular tourist destination in Batu city where visitors can experience the thrill of paragliding while enjoying the scenic views of the surrounding mountains. Batu city is known for its cool mountain air and charming atmosphere, making it a perfect place to relax and unwind amidst the beautiful natural landscape.",081217370035,https://instagram.com/wisata_paralayang?igshid=ZDdkNTZiNTM=,$$,,,,,
Kota Batu,1209,Pemandian Tirta Nirwana,Wisata Alam,4.3,"Tirta Nirwana is a natural spring water pool located in Batu, known for its refreshing and crystal-clear water, surrounded by lush greenery. It's a perfect place to relax and unwind in the midst of nature.",081252736600,http://www.tirtanirwana.com/,$$,,,,,
Kota Batu,1210,Predator Fun Park,Taman Hiburan,4.7,"Predator Fun Park is located in Batu City and offers a variety of exciting activities for visitors to enjoy, such as obstacle courses, paintball, and off-road tours. It is a popular destination for adrenaline junkies and thrill-seekers in East Java.",0341531999,https://jtp.id/predatorfunpark,$$,,,,,
Kota Batu,1211,Selecta,Wisata Alam,4.2,"Selecta is a famous recreational park in Batu city, East Java, known for its beautiful gardens, swimming pools, and various outdoor activities. It offers a relaxing and refreshing escape for visitors looking to unwind amidst nature's beauty.",0341591025,http://selectawisata.id/,$$,,,,,
Kota Batu,1212,Wana Wisata Coban Putri,Wisata Alam,4.5,"Coban Putri waterfall is a beautiful tourist spot located in Batu city, offering a refreshing natural scenery and a perfect spot for nature lovers.",08980388349,,$,,,,,
Kota Batu,1213,Wana Wisata Coban Rais,Wisata Alam,4.4,"Located in Batu city, Coban Rais waterfall is a beautiful nature attraction with fresh and cool air. Visitors can enjoy the stunning waterfall and relax in the tranquil environment.",,https://www.facebook.com/CobanRais,$,,,,,
Kota Batu,1214,Wana Wisata Coban Talun,Wisata Alam,4.5,"Wana Wisata Coban Talun is a beautiful waterfall located in Batu City, perfect for nature lovers and adventure seekers. The refreshing water and lush green surroundings make it a popular destination for tourists.",082131424038,,$,,,,,
Kota Batu,1215,Wisata Oleh - Oleh Brawijaya,Budaya,4.5,Batu City is known for its Brawijaya souvenirs. It offers a variety of products that are unique and can be taken home as gifts or souvenirs.,03412990911,,$,,,,,
Kota Batu,1216,Wisata Oleh - Oleh De Duwe,Budaya,4.5,"Located in Batu, De Duwe offers a wide variety of local souvenirs for tourists to bring home as a memento of their visit to the city.",,,$,,,,,
Kota Batu,1217,Wonderland Waterpark,Taman Hiburan,4.2,"Wonderland Waterpark is a popular water park located in Batu, offering various exciting water attractions and rides for all ages to enjoy. Visitors can have a fun and refreshing experience while spending time with family and friends.",,https://www.google.com/aclk?sa=l&ai=CBJj3Q21WZr-MDsjQmsMPk-uZwATJ56WEeKeG7-3dEceQuYuFQAgKEAEgk8P_KGDpouKD4A2gAanS2MYDyAEIqQLeHK7VHg7RPaoETU_QdmlfR2hXqmDa4W7MncuM_7_ePojRl6u3iBMX6rrKskookKSnv0G5w14UhQEWETh33Ebs6-ytov1hQyVcAuhyVnFS4b-7AMXVoDNxwATg2L2E1QSIBaTe_sJMwAWSAaAGZYgHAZAHAqgH67ixAqgHpr4bqAe5mrECqAfz0RuoB-7SG6gH_5yxAqgHytwbqAeSr7ECqAe7pLECqAfYs7ECqAfYprECqAfKqbECqAeiurECqAfqurECqAeZtbECqAfetbECqAfbqrECqAfQqrECqAfcsLECqAe_ubECqAfqsbECqAeUuLECqAfsuLECqAe-t7ECqAfkvbECqAeDw7ECqAe8rbECqAe5q7ECqAfotbECoAim26wEsAgBwAgB0ggqEAIyBIHggg46DcrRgICAgASCwICAgCBCAQRIy-b0JVAJWP-53KXEsYYDyAmsAfgJAaIKsggKCjIwMjQtMDYtMDYQARoCSUQiAmlkKVc_BdO5S8PyMgl0cmF2ZWxva2E4AEgBXUAwtUhlADOYR2gAcgNJRFKCAVAaDAoCQzESBjEwMzEzMBoQCgJDMhIKSmF3YSBUaW11choqCgJDNBIkNWMzNzc4YzctNmI1ZC00ZTc3LTkwNzctYWQ2NmQ3YmNhNzNkMgIIAooBB0lEVXNlcnOgAQSwAQG4AQTIAaKSmjDgAQDoAQHwAQH4AQCgAgCoAuUDsAKp0tjGA7gCpN7-wkzKAiQIzomkiwUQ4Ni9hNUEGJnjqAQg48A9KMeQuYuFQDjuxpqCwwPgAgDqAgNJRFL6Aq8GaHR0cHM6Ly93d3cudHJhdmVsb2thLmNvbS9pZC1pZC9ob3RlbC9zZWFyY2g_c3BlYz0wNi0wNi0yMDI0LjA3LTA2LTIwMjQuMS4xLkhPVEVMX0dFTy4xMDMxMzAuSmF3YSUyMFRpbXVyLjImaG90ZWxJZD0zMDAwMDIwMDIwODk5JmNvbnRleHRzPSU3QiUyMmFjY2Vzc0NvZGUlMjI6JTIyOTA5NzVHSEFEMTMwNWRlc2t0b3AlMjIlMkMlMjJtZXRhc2VhcmNoUmVxdWVzdElkJTIyJTNBJTIyNWMzNzc4YzctNmI1ZC00ZTc3LTkwNzctYWQ2NmQ3YmNhNzNkJTIyJTdEJm1ldGFzZWFyY2hJZD1Hb29nbGVIb3RlbEFkc1VzZXImbWV0YXNlYXJjaFJhdGVJZD1JRFVzZXJzJm1ldGFzZWFyY2hSYXRla2V5PXNneVVVMk0wTHJubnBYaDFMUHdvSSZwcmljZURpc3BsYXk9VE9UQUwmbWV0YXNlYXJjaFJlZmlkPTEyMzQ1Njc4OTEwYWJjZGVmZ2hpamtALSZhZFR5cGU9MSZQUEE9MCZob3RlbENhbXBhaWduPTEmaWQ9MTc2MTA1Njg3NjE0NjMyOTE5NzgmYWRsb2M9aWQtaWQma3c9NTY1NTQ4ODAyNDE2MDkzNTkyXyZnbXQ9JmduPWcmZ2Q9YyZnZG09JmdjaWQ9MCZnZHA9JmdkdD0mZ2FwPSZwYz0xJmNwPTEwNzgyNDYxMTIxNjE1MzkwOTk4X0lEX0hPX01TX0FVX0FMX0dvb2dsZV9CTF9JRF9DUEFfTkxfRE9NXzhfMTM4ODIzODAxMjE4NTM5MjY2NzZfJmFpZD0xNjAyNjUzNjY2MjQmd2lkPWhwaS0yMjAwMzg5NDM3NTExJmZpZD0mZ2lkPTEwMDc3MTUmdXRtX2lkPWFyUXh1ZGxrJmFkX2lkPTAmdGFyZ2V0X2lkPWhwaS0yMjAwMzg5NDM3NTExJmNsaWNrX2lkPXtnY2xpZH0mY2FtcGFpZ25faWQ9MjA1NDE1ODMxNDAmYWRncm91cF9pZD0xNjAyNjUzNjY2MjSKAwDoCgKQCwOYCwHQCxvaDBwKChCQje36s-rb0jwSAgEDQAFKAgIZUgQDBwgJ6AwLmg0BG6oNAklEuA0ByA0BghQECHoSANAVAZgWAfgWAYAXAZIXCRIHCAEQAxjyAroXBDgBSAHQGAHYGAE&ase=2&gclid=CjwKCAjwgdayBhBQEiwAXhMxttwAkW1Z33hmzEC5pqGO5h7JMusQ8MDk5qCng9-MC86o6IzyXd_MxBoCC0AQAvD_BwE&sig=AOD64_2fwnOKIWmFgepPIhdIkVc1VF2roA&adurl=https://www.traveloka.com/id-id/hotel/search?spec%3D06-06-2024.07-06-2024.1.1.HOTEL_GEO.103130.Jawa%2520Timur.2%26hotelId%3D3000020020899%26contexts%3D%257B%2522accessCode%2522:%252290975GHAD1305desktop%2522%252C%2522metasearchRequestId%2522%253A%25225c3778c7-6b5d-4e77-9077-ad66d7bca73d%2522%257D%26metasearchId%3DGoogleHotelAdsUser%26metasearchRateId%3DIDUsers%26metasearchRatekey%3DsgyUU2M0LrnnpXh1LPwoI%26priceDisplay%3DTOTAL%26metasearchRefid%3D12345678910abcdefghijk@-%26adType%3D1%26PPA%3D0%26hotelCampaign%3D1%26id%3D9164534847838315657%26adloc%3Did-id%26kw%3D9164534847838315657_%26gmt%3D%26gn%3Dg%26gd%3Dc%26gdm%3D%26gcid%3D0%26gdp%3D%26gdt%3D%26gap%3D%26pc%3D1%26cp%3D9164534847838315657_ID_HO_MS_AU_AL_Google_BL_ID_CPA_NL_DOM_8_9164534847838315657_%26aid%3D160265366624%26wid%3Dhpi-2200389437511%26fid%3D%26gid%3D2360%26utm_id%3DarQxudlk%26ad_id%3D0%26target_id%3Dhpi-2200389437511%26click_id%3D%7Bgclid%7D%26campaign_id%3D20541583140%26adgroup_id%3D160265366624%26gad_source%3D6,$$$,,,,,
Kota Batu,1218,Candi Songgoriti,Budaya,4.1,"Candi Songgoriti: Batu, Candi Songgoriti is an ancient temple complex in Batu, known for its historical significance and stunning architecture.",,,$,,,,,
Kota Batu,1219,Museum Angkut,Taman Hiburan,5.0,"Museum Angkut is a unique transportation museum displaying various kinds of vehicles from different eras, providing an educational and entertaining experience for visitors.",0341595007,http://www.jtp.id/,$$$,https://open-trip.id/paket-wisata/open-trip/wisata-tur-bromo-city-tour-batu-2-hari-1-malam/,,,,
Kota Batu,1220,Vihara Dammadhipa Arama,Wisata Religi,5.0,"Located in the city of Batu, Vihara Dhammadhipa Arama is a serene Buddhist monastery that offers peaceful atmosphere and beautiful architecture.",081233924307,https://dhammadiparama.com/,$,,,,,
Kota Batu,1221,Kampung Wisata Kungkuk,Wisata Alam,4.4,"Kampung Wisata Kungkuk is a traditional village in Batu City where visitors can experience the local culture and enjoy the beautiful natural scenery. The village offers various activities such as traditional dance performances, culinary tours, and outdoor adventures.",081333037944,,$,,,,,
Kota Batu,1222,Kampung Wisata Dadaprejo,Budaya,4.1,"Dadaprejo Village is a cultural heritage site in Batu, offering visitors a glimpse into the traditional Javanese way of life through its handicrafts, architecture, and local cuisine.",087709876332,https://wisataeduaksidadaprejo.com/,$,,,,,
Kota Batu,1223,Desa Wisata Bumiaji,Wisata Alam,4.0,"Located in the city of Batu, Bumiaji Village offers a variety of tourist attractions and activities for visitors to explore, showcasing the beauty of the surrounding natural landscapes and cultural heritage.",081331422838,,$,,,,,
Kota Batu,1224,Taman Langit,Wisata Alam,4.5,Taman Langit is located in the city of Batu. It is a recreational park with stunning views of the surrounding mountains and a variety of outdoor activities.,081333183380,https://www.facebook.com/TamanLangitGunungBanyak/,$$,,,,,
Kota Blitar,1225,Agrowisata Belimbing Karangsari,Wisata Alam,4.8,Agrowisata Belimbing Karangsari in Blitar offers a beautiful and serene natural setting where visitors can enjoy fresh air and stunning views of star fruit plantations. It is a perfect place to relax and rejuvenate in the midst of nature.,,,$,,,,,
Kota Blitar,1226,Goa maria Sendag Rejo,Wisata Religi,5.0,"Goa Maria Sendang Rejo is a beautiful cave with a natural spring located in the city of Blitar, perfect for spiritual retreats and peaceful contemplation.",0342802973,http://www.facebook.com/sendangrejoguamaria,$,,,,,
Kota Blitar,1227,Telaga Nirmala,Wisata Alam,4.4,"Telaga Nirmala is a tranquil lake located in the city of Blitar, surrounded by lush greenery and perfect for relaxation and enjoying nature.",,,$,,,,,
Kota Blitar,1228,Telaga Sumala,Wisata Alam,4.6,"Telaga Sumala is a beautiful lake located in Blitar city, surrounded by lush greenery and offering a peaceful atmosphere for visitors to relax and enjoy nature. The clear water of the lake creates a picturesque scene, making it a popular spot for picnics and leisure activities.",089515946804,,$,,,,,
Kota Blitar,1229,Fish Garden,Taman Hiburan,4.2,Fish Garden in Blitar City is a popular tourist spot known for its beautiful ornamental fish ponds and relaxing atmosphere. Visitors can enjoy feeding the fish and taking in the peaceful surroundings.,085347899933,,$,,,,,
Kota Blitar,1230,Green Park Bendogerit,Taman Hiburan,4.5,"Green Park Bendogerit is a beautiful park located in Blitar City, offering lush greenery and tranquil surroundings for visitors to relax and enjoy nature. The park is also known for its various recreational activities and family-friendly attractions.",,http://blitarkota.go.id/,$,,,,,
Kota Blitar,1231,Green Park Sentul,Taman Hiburan,4.4,"Green Park Sentul in Blitar City is a serene recreational destination featuring lush greenery, picnic areas, and family-friendly outdoor activities. It offers a peaceful retreat for visitors looking to enjoy nature and spend quality time with loved ones amidst beautiful landscapes",0342803190,,$,,,,,
Kota Blitar,1232,Kampung Afrika,Budaya,4.3,"Located in Blitar city, Kampung Afrika is a unique cultural village showcasing African-inspired architecture and traditional performances. Visitors can experience the vibrant atmosphere and learn about the rich cultural heritage of Africa in Indonesia.",,,$,,,,,
Kota Blitar,1233,Kampung Bathok,Budaya,4.5,"Kampung Bathok is a traditional village located in Blitar city, offering visitors a glimpse of Javanese culture and hospitality. The village is surrounded by lush rice fields and stunning natural landscapes, providing a peaceful retreat for those seeking to experience authentic Indonesian village life.",,,$,,,,,
Kota Blitar,1234,Kampung Kendang Sentul,Budaya,4.8,"Kampung Kendang Sentul is a traditional village in Blitar known for its traditional music instrument called ""kendang"" and offers cultural experiences for visitors. The village is a popular destination for those who are interested in learning more about Javanese music and culture.",,http://kerajinankayu.com/,$,,,,,
Kota Blitar,1235,Kebon Rojo,Wisata Alam,4.8,"Kebon Rojo is a beautiful garden located in Blitar city, offering a peaceful and serene environment for visitors to relax and enjoy nature. Visitors can also explore the historical significance of the garden, as it was founded by the first president of Indonesia, Soekarno.",,http://blitarkota.go.id/,$,,,,,
Kota Blitar,1236,Pemandian Herlingga Jaya,Wisata Alam,4.4,Pemandian Herlingga Jaya terletak di Kota Blitar dan menawarkan suasana alam yang sejuk dan kolam renang yang nyaman untuk berenang.ideal untuk refreshing dan bersantai bersama keluarga.,02129707601,https://www.oyorooms.com/ID/hotels-in-Blitar/?utm_source=GMB_ID_SO&utm_medium=Organic&utm_campaign=ID_BTR006&locale=id,$,,,,,
Kota Blitar,1237,Waterpark Sumber Udel,Taman Hiburan,4.6,Waterpark Sumber Udel in Blitar City offers a relaxing atmosphere with natural spring water pools surrounded by lush greenery. It is a perfect place to unwind and enjoy quality time with family and friends.,,http://www.sumberudel.com.nu/,$$,,,,,
Kota Blitar,1238,Istana Gebang,Budaya,4.6,"Istana Gebang is a historical site in Blitar where you can learn about the life and legacy of Indonesia's first president, Sukarno. Explore the old building and surrounding gardens for a glimpse into Indonesia's past.",0342801126,,$,,,,,
Kota Blitar,1239,Perpustakaan Bung Karno,Budaya,4.5,"Located in Blitar city, Bung Karno Library is a historical site where visitors can learn more about Indonesia's first president, Sukarno. It houses a collection of books and memorabilia related to Sukarno's life and political career.",08975555300,https://perpusbungkarno.perpusnas.go.id/,$,,,,,
Kota Kediri,1240,Goa Selomangleng,Wisata Alam,4.6,"Goa Selomangleng is a historical cave located in Kediri, known for its unique rock formations and ancient inscriptions. It is a popular destination for tourists and history enthusiasts seeking to explore the rich heritage of the region.",,,$,,,,,
Kota Kediri,1241,Kolam Renang Tirtoyoso,Taman Hiburan,4.1,"Tirtoyoso Swimming Pool is a popular swimming pool located in Kediri, East Java, offering a refreshing escape from the city heat. It is surrounded by lush greenery, making it a perfect spot for relaxation and recreation.",0354683286,,$,,,,,
Kota Kediri,1242,Pemandian Pagora,Wisata Alam,4.1,"Pemandian Pagora is located in Kediri City. It is a natural hot spring with a beautiful natural scenery, perfect for relaxation and rejuvenation.",081231941382,,$,,,,,
Kota Kediri,1243,Sumber Banteng,Wisata Alam,4.1,"Sumber Banteng is a natural spring located in Kediri City, known for its clear water and tranquil surroundings. Visitors can relax and enjoy the peaceful atmosphere while taking a dip in the refreshing spring water.",,,$,,,,,
Kota Kediri,1244,Suya Taman Wisata,Taman Hiburan,4.5,Suya Taman Wisata is located in Kediri City. It is a beautiful park with various attractions and recreational activities for visitors to enjoy.,082334656123,http://suryatamanwisata.wordpress.com/,$,,,,,
Kota Kediri,1245,Tirta Indah,Wisata Bahari,4.5,"Tirta Indah is a beautiful water park located in Kediri city, offering various water attractions and recreational activities for visitors of all ages. The park is a popular destination for families and tourists looking for a fun and refreshing getaway in Kediri.",08595238858,,$,,,,,
Kota Kediri,1246,Museum Airlangga,Budaya,4.5,"Museum Airlangga is located in Kediri City, showcasing artifacts and historical items related to the local culture and traditions. It serves as a popular destination for visitors interested in learning about the history of the region.",,,$,,,,,
Kota Kediri,1247,Kampung Tenun Ikat,Budaya,4.4,Kampung Tenun Ikat is a traditional weaving village in Kediri City where visitors can learn about and witness the process of making beautiful ikat textiles. It is a cultural hub where visitors can also shop for unique handcrafted souvenirs.,,,$,,,,,
Kota Kediri,1248,Wisata Edukasi Kampung Tahu,Budaya,4.0,"Wisata Edukasi Kampung Tahu is an educational tour in Kediri where visitors can learn about the process of making tofu and its derivatives, as well as participate in various activities related to tofu production. It is a great destination for those interested in learning about traditional food processing methods in Indonesia.",,,$,,,,,
Kota Kediri,1249,Kampung Jamu,Budaya,4.1,"Kediri is a city located in East Java, Indonesia. Kampung Jamu is a traditional village known for its herbal medicine culture and practices.",,,$,,,,,
Kota Madiun,1250,Bluder Cokro,Wisata Alam,4.3,"Bluder Cokro is a famous traditional snack in Madiun, known for its delicious taste and unique shape. Visitors can also explore the local culture and history while enjoying this culinary delight.",081391233000,http://www.cokrogroup.com/,$,,,,,
Kota Madiun,1251,INKA,Wisata Alam,4.7,"INKA is located in Madiun City, offering a glimpse into Indonesia's train manufacturing industry with guided tours and exhibitions.",0351452271,http://www.inka.co.id/,$,,,,,
Kota Madiun,1252,Taman Olahraga Lapangan Gulun Madiun,Wisata Alam,4.6,"Located in Madiun city, Gulun Madiun Sports Park is a popular recreational spot for various sports activities and events. The park offers a spacious field for exercise, games, and gatherings for both locals and tourists.",,,$,,,,,
Kota Madiun,1253,Pahlawan Street Center dan Pendistrian Balai Kota Madiun,Budaya,4.3,"Pahlawan Street Center is a popular shopping district in Madiun, offering a variety of shops, restaurants, and cafes. Pendistrian Balai Kota Madiun is a pedestrian area in front of the Madiun City Hall, perfect for leisurely strolls and enjoying the city's atmosphere.",,,$,,,,,
Kota Madiun,1254,Suncity Waterpark,Taman Hiburan,4.4,"Suncity Waterpark is a popular water park in Madiun, offering various fun water attractions for visitors of all ages. Guests can enjoy thrilling water slides, relaxing pools, and other exciting activities in a tropical setting.",0351476796,,$$,,,,,
